channel,id,date,url,views,tags,segment,text
kpszsu,67831,2026-07-09T01:51:30+00:00,https://t.me/kpszsu/67831,70.8K,КАБ,КАБ ➡️ у напрямку м.Запоріжжя!,"🚀
КАБ
➡️
у напрямку м.Запоріжжя!"
kpszsu,67836,2026-07-09T02:26:12+00:00,https://t.me/kpszsu/67836,76.2K,КАБ,КАБи ➡️ на схід Дніпропетровщини!,"🚀
КАБи
➡️
на схід Дніпропетровщини!"
kpszsu,67837,2026-07-09T02:30:59+00:00,https://t.me/kpszsu/67837,76K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,67844,2026-07-09T03:03:45+00:00,https://t.me/kpszsu/67844,83.9K,КАБ,КАБи ➡️ на Запорізьку область!,"🚀
КАБи
➡️
на Запорізьку область!"
kpszsu,67869,2026-07-09T06:38:00+00:00,https://t.me/kpszsu/67869,147K,КАБ,Пуски КАБ ➡️ на північ Харківщини!,"🚀
Пуски КАБ
➡️
на північ Харківщини!
🚀
Пуски КАБ
➡️
на Донеччину!"
kpszsu,67871,2026-07-09T07:27:22+00:00,https://t.me/kpszsu/67871,148K,КАБ,Пуски КАБ на Херсон.,"🚀
Пуски КАБ на Херсон."
kpszsu,67873,2026-07-09T08:32:45+00:00,https://t.me/kpszsu/67873,150K,КАБ,Пуски КАБ на Дніпропетровщину!,"🚀
Пуски КАБ на Дніпропетровщину!"
kpszsu,67882,2026-07-09T11:53:40+00:00,https://t.me/kpszsu/67882,162K,КАБ,Пуски КАБ на Сумщину.,"🚀
Пуски КАБ на Сумщину."
kpszsu,67883,2026-07-09T12:24:45+00:00,https://t.me/kpszsu/67883,164K,КАБ,Пуски КАБ на Харківщину та Донеччину.,"🚀
Пуски КАБ на Харківщину та Донеччину."
kpszsu,67892,2026-07-09T18:54:43+00:00,https://t.me/kpszsu/67892,163K,КАБ,Пуски КАБ на Запоріжжя та Харківщину.,"🚀
Пуски КАБ на Запоріжжя та Харківщину."
kpszsu,67906,2026-07-09T23:07:44+00:00,https://t.me/kpszsu/67906,124K,КАБ,Пуски КАБ на Сумщину.,"🚀
Пуски КАБ на Сумщину."
kpszsu,67912,2026-07-10T00:42:36+00:00,https://t.me/kpszsu/67912,121K,КАБ,КАБи ➡️ на Донеччину!,"🚀
КАБи
➡️
на Донеччину!"
kpszsu,67919,2026-07-10T02:50:30+00:00,https://t.me/kpszsu/67919,133K,КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область."
kpszsu,67921,2026-07-10T03:21:10+00:00,https://t.me/kpszsu/67921,131K,КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область."
kpszsu,67925,2026-07-10T05:38:21+00:00,https://t.me/kpszsu/67925,125K,КАБ,Пуски КАБ на Сумщину.,"🚀
Пуски КАБ на Сумщину."
kpszsu,67927,2026-07-10T06:45:25+00:00,https://t.me/kpszsu/67927,129K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,67932,2026-07-10T07:27:13+00:00,https://t.me/kpszsu/67932,136K,КАБ,КАБи на Донеччину та Сумщину.,"🚀
КАБи на Донеччину та Сумщину."
kpszsu,67933,2026-07-10T07:48:22+00:00,https://t.me/kpszsu/67933,136K,КАБ,КАБи на Запоріжжі.,"🚀
КАБи на Запоріжжі."
kpszsu,67934,2026-07-10T07:53:20+00:00,https://t.me/kpszsu/67934,140K,КАБ,КАБи на Запоріжжі.,"🚀
КАБи на Запоріжжі."
kpszsu,67936,2026-07-10T08:04:07+00:00,https://t.me/kpszsu/67936,146K,БпЛА|КАБ,КАБ на схід Дніпропетровщини.,"🚀
КАБ на схід Дніпропетровщини.
🛵
Реактивний БпЛА на Запоріжжя з півдня."
kpszsu,67939,2026-07-10T08:34:23+00:00,https://t.me/kpszsu/67939,153K,КАБ,КАБи на Запоріжжі.,"🚀
КАБи на Запоріжжі."
kpszsu,67944,2026-07-10T12:02:40+00:00,https://t.me/kpszsu/67944,147K,КАБ,Пуск КАБ на Донеччині.,"🚀
Пуск КАБ на Донеччині."
kpszsu,67945,2026-07-10T12:15:33+00:00,https://t.me/kpszsu/67945,147K,КАБ,Пуски КАБ на Сумщину.,"🚀
Пуски КАБ на Сумщину."
kpszsu,67948,2026-07-10T12:40:57+00:00,https://t.me/kpszsu/67948,151K,КАБ,Пуски КАБ на Запоріжжі.,"🚀
Пуски КАБ на Запоріжжі."
kpszsu,67949,2026-07-10T12:43:30+00:00,https://t.me/kpszsu/67949,152K,КАБ,КАБи у напрямку м. Запоріжжя.,"🚀
КАБи у напрямку м. Запоріжжя."
kpszsu,67950,2026-07-10T12:52:30+00:00,https://t.me/kpszsu/67950,156K,КАБ,Ще КАБи у напрямку м. Запоріжжя.,"🚀
Ще КАБи у напрямку м. Запоріжжя."
kpszsu,67951,2026-07-10T13:25:04+00:00,https://t.me/kpszsu/67951,153K,КАБ,Дніпропетровщина: КАБ на Васильківку.,"🚀
Дніпропетровщина: КАБ на Васильківку."
kpszsu,67953,2026-07-10T13:37:27+00:00,https://t.me/kpszsu/67953,154K,КАБ,Пуски КАБ на Сумщину та Запоріжжя.,"🚀
Пуски КАБ на Сумщину та Запоріжжя."
kpszsu,67965,2026-07-10T17:50:58+00:00,https://t.me/kpszsu/67965,163K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,67966,2026-07-10T17:54:33+00:00,https://t.me/kpszsu/67966,164K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,67968,2026-07-10T18:51:44+00:00,https://t.me/kpszsu/67968,168K,КАБ,КАБи на Дніпропетровщину.,"🚀
КАБи на Дніпропетровщину."
kpszsu,67969,2026-07-10T20:20:04+00:00,https://t.me/kpszsu/67969,164K,КАБ,КАБи на Запоріжжі.,"🚀
КАБи на Запоріжжі."
kpszsu,67976,2026-07-10T23:46:12+00:00,https://t.me/kpszsu/67976,152K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,67977,2026-07-10T23:52:06+00:00,https://t.me/kpszsu/67977,154K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,67978,2026-07-11T00:08:20+00:00,https://t.me/kpszsu/67978,155K,КАБ,КАБи на північ Харківщини.,"🚀
КАБи на північ Харківщини."
kpszsu,67987,2026-07-11T01:33:47+00:00,https://t.me/kpszsu/67987,142K,КАБ,Пуски КАБ на Запоріжжі.,"🚀
Пуски КАБ на Запоріжжі."
kpszsu,67990,2026-07-11T01:52:56+00:00,https://t.me/kpszsu/67990,133K,БпЛА|КАБ,Запоріжжя: БпЛА та КАБ на Комишуваху,Запоріжжя: БпЛА та КАБ на Комишуваху
kpszsu,67991,2026-07-11T01:53:59+00:00,https://t.me/kpszsu/67991,129K,КАБ,Пуски КАБ на схід Дніпропетровщини.,"🚀
Пуски КАБ на схід Дніпропетровщини."
kpszsu,68012,2026-07-11T06:03:03+00:00,https://t.me/kpszsu/68012,110K,КАБ,Пуски КАБ на північ Харківщини.,"🚀
Пуски КАБ на північ Харківщини."
kpszsu,68013,2026-07-11T06:04:48+00:00,https://t.me/kpszsu/68013,110K,КАБ,Пуски КАБ на Донеччину.,"🚀
Пуски КАБ на Донеччину."
kpszsu,68014,2026-07-11T06:10:30+00:00,https://t.me/kpszsu/68014,117K,КАБ,КАБи н схід Харківщини!,"🚀
КАБи н схід Харківщини!"
kpszsu,68018,2026-07-11T06:31:42+00:00,https://t.me/kpszsu/68018,116K,БпЛА|КАБ,КАБи на північний схід  Харківщини!,"🚀
КАБи на північний схід  Харківщини!
🛵
БпЛА на Харків із півночі"
kpszsu,68022,2026-07-11T06:49:32+00:00,https://t.me/kpszsu/68022,125K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,68024,2026-07-11T07:05:32+00:00,https://t.me/kpszsu/68024,127K,КАБ,КАБи на північний схід  Харківщини та Донеччину!,"🚀
КАБи на північний схід  Харківщини та Донеччину!"
kpszsu,68029,2026-07-11T07:54:22+00:00,https://t.me/kpszsu/68029,126K,КАБ,КАБи на Дніпропетровщину та Донеччину!,"🚀
КАБи на Дніпропетровщину та Донеччину!"
kpszsu,68036,2026-07-11T09:11:54+00:00,https://t.me/kpszsu/68036,118K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68043,2026-07-11T11:26:36+00:00,https://t.me/kpszsu/68043,125K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68044,2026-07-11T11:47:08+00:00,https://t.me/kpszsu/68044,130K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,68053,2026-07-11T13:07:45+00:00,https://t.me/kpszsu/68053,105K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68059,2026-07-11T13:44:35+00:00,https://t.me/kpszsu/68059,100K,КАБ,КАБи на Дніпропетровщину!,КАБи на Дніпропетровщину!
kpszsu,68060,2026-07-11T13:48:50+00:00,https://t.me/kpszsu/68060,101K,КАБ,КАБи на Херсонщину!,"🚀
КАБи на Херсонщину!"
kpszsu,68061,2026-07-11T13:51:35+00:00,https://t.me/kpszsu/68061,102K,КАБ,КАБи на Дніпропетровщину!,КАБи на Дніпропетровщину!
kpszsu,68063,2026-07-11T14:03:16+00:00,https://t.me/kpszsu/68063,100K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68065,2026-07-11T14:09:34+00:00,https://t.me/kpszsu/68065,108K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68067,2026-07-11T14:29:53+00:00,https://t.me/kpszsu/68067,107K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68088,2026-07-11T17:42:21+00:00,https://t.me/kpszsu/68088,127K,КАБ,КАБи на північний схід Харківщини!,"🚀
КАБи на північний схід Харківщини!"
kpszsu,68091,2026-07-11T18:06:49+00:00,https://t.me/kpszsu/68091,136K,КАБ,КАБи на північний схід Харківщини!,"🚀
КАБи на північний схід Харківщини!"
kpszsu,68093,2026-07-11T18:21:19+00:00,https://t.me/kpszsu/68093,139K,КАБ,КАБи на північний схід Харківщини!,"🚀
КАБи на північний схід Харківщини!"
kpszsu,68096,2026-07-11T19:25:07+00:00,https://t.me/kpszsu/68096,140K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,68103,2026-07-11T20:48:56+00:00,https://t.me/kpszsu/68103,133K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,68115,2026-07-12T00:09:01+00:00,https://t.me/kpszsu/68115,86.2K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68117,2026-07-12T00:25:04+00:00,https://t.me/kpszsu/68117,83.1K,КАБ,КАБи на схід Сумщини!,"🚀
КАБи на схід Сумщини!"
kpszsu,68120,2026-07-12T00:33:43+00:00,https://t.me/kpszsu/68120,86.5K,БпЛА|КАБ,КАБи на північний схід Харківщини!,"🚀
КАБи на північний схід Харківщини!
🛵
БпЛА на Харків з півночі"
kpszsu,68124,2026-07-12T01:24:47+00:00,https://t.me/kpszsu/68124,74K,КАБ,КАБи на схід Харківщини!,"🚀
КАБи на схід Харківщини!"
kpszsu,68125,2026-07-12T01:38:00+00:00,https://t.me/kpszsu/68125,73.5K,КАБ,КАБи на Запорізьку область та Донеччину!,"🚀
КАБи на Запорізьку область та Донеччину!"
kpszsu,68128,2026-07-12T02:15:11+00:00,https://t.me/kpszsu/68128,73.2K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68130,2026-07-12T02:26:46+00:00,https://t.me/kpszsu/68130,74.7K,КАБ,КАБи на південний схід Харківщини!,"🚀
КАБи на південний схід Харківщини!"
kpszsu,68134,2026-07-12T02:33:06+00:00,https://t.me/kpszsu/68134,79.6K,КАБ,КАБи на Запоріжжя!,"🚀
КАБи на Запоріжжя!"
kpszsu,68138,2026-07-12T03:01:13+00:00,https://t.me/kpszsu/68138,87.5K,БпЛА|КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!
🛵
Реактивний БпЛА в Криворізькому районі Дніпропетровщини
➡️
північним курсом"
kpszsu,68142,2026-07-12T04:09:17+00:00,https://t.me/kpszsu/68142,87.6K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68151,2026-07-12T06:02:16+00:00,https://t.me/kpszsu/68151,105K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68152,2026-07-12T06:16:58+00:00,https://t.me/kpszsu/68152,105K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68154,2026-07-12T07:29:40+00:00,https://t.me/kpszsu/68154,111K,БпЛА|КАБ,КАБи на схід Харківщини!,"🛵
Реактивний БпЛА в акваторії Чорного моря, курсом на Південне.
🚀
КАБи на схід Харківщини!"
kpszsu,68218,2026-07-12T17:54:38+00:00,https://t.me/kpszsu/68218,128K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,68219,2026-07-12T18:03:19+00:00,https://t.me/kpszsu/68219,126K,КАБ,КАБи на північ Харківщини.,"🚀
КАБи на північ Харківщини."
kpszsu,68260,2026-07-12T23:56:24+00:00,https://t.me/kpszsu/68260,77.6K,КАБ,Пуски КАБ на схід Дніпропетровщини!,"🚀
Пуски КАБ на схід Дніпропетровщини!"
kpszsu,68284,2026-07-13T06:28:04+00:00,https://t.me/kpszsu/68284,101K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68287,2026-07-13T06:58:55+00:00,https://t.me/kpszsu/68287,108K,КАБ,Пуски КАБ на Херсонщині.,"🚀
Пуски КАБ на Херсонщині."
kpszsu,68288,2026-07-13T07:00:23+00:00,https://t.me/kpszsu/68288,111K,КАБ,КАБ на Херсон.,"🚀
КАБ на Херсон."
kpszsu,68290,2026-07-13T07:08:47+00:00,https://t.me/kpszsu/68290,119K,КАБ,КАБи на Херсон.,"🚀
КАБи на Херсон."
kpszsu,68293,2026-07-13T07:24:47+00:00,https://t.me/kpszsu/68293,133K,КАБ,КАБи на Ізюм.,"🚀
КАБи на Ізюм."
kpszsu,68295,2026-07-13T07:31:38+00:00,https://t.me/kpszsu/68295,128K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68296,2026-07-13T07:34:23+00:00,https://t.me/kpszsu/68296,129K,КАБ,КАБ у напрямку м. Запоріжжя.,"🚀
КАБ у напрямку м. Запоріжжя."
kpszsu,68300,2026-07-13T08:16:11+00:00,https://t.me/kpszsu/68300,132K,КАБ,КАБи на Дніпропетровщину.,"🚀
КАБи на Дніпропетровщину."
kpszsu,68302,2026-07-13T08:58:56+00:00,https://t.me/kpszsu/68302,133K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68310,2026-07-13T12:09:13+00:00,https://t.me/kpszsu/68310,120K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68316,2026-07-13T12:32:58+00:00,https://t.me/kpszsu/68316,133K,КАБ,Пуски КАБ на Херсонщині.,"🚀
Пуски КАБ на Херсонщині."
kpszsu,68317,2026-07-13T12:40:55+00:00,https://t.me/kpszsu/68317,127K,КАБ,Пуски КАБ на північ Харківщини.,"🚀
Пуски КАБ на північ Харківщини."
kpszsu,68319,2026-07-13T13:01:29+00:00,https://t.me/kpszsu/68319,128K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68320,2026-07-13T13:02:57+00:00,https://t.me/kpszsu/68320,130K,КАБ,Харків - КАБи в напрямку міста!,"🚀
Харків - КАБи в напрямку міста!"
kpszsu,68321,2026-07-13T13:06:01+00:00,https://t.me/kpszsu/68321,133K,КАБ,Запоріжжя - КАБи в напрямку міста!,"🚀
Запоріжжя - КАБи в напрямку міста!"
kpszsu,68324,2026-07-13T13:28:53+00:00,https://t.me/kpszsu/68324,134K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68326,2026-07-13T13:49:50+00:00,https://t.me/kpszsu/68326,140K,КАБ,КАБи на Запорізьку та Дніпропетровську області.,"🚀
КАБи на Запорізьку та Дніпропетровську області."
kpszsu,68339,2026-07-13T17:59:33+00:00,https://t.me/kpszsu/68339,147K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68340,2026-07-13T18:01:58+00:00,https://t.me/kpszsu/68340,149K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,68344,2026-07-13T18:15:56+00:00,https://t.me/kpszsu/68344,159K,КАБ,КАБи на  Сумщину.,"🚀
КАБи на  Сумщину."
kpszsu,68346,2026-07-13T18:42:18+00:00,https://t.me/kpszsu/68346,163K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68347,2026-07-13T18:54:02+00:00,https://t.me/kpszsu/68347,167K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68350,2026-07-13T19:28:24+00:00,https://t.me/kpszsu/68350,170K,КАБ,КАБи на Дніпропетровщину.,"🚀
КАБи на Дніпропетровщину."
kpszsu,68369,2026-07-13T23:53:06+00:00,https://t.me/kpszsu/68369,107K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68371,2026-07-14T00:20:08+00:00,https://t.me/kpszsu/68371,113K,КАБ,Пуски КАБ на північний схід Харківщини та схід Дніпропетровщини.,"🚀
Пуски КАБ на північний схід Харківщини та схід Дніпропетровщини."
kpszsu,68375,2026-07-14T01:32:43+00:00,https://t.me/kpszsu/68375,123K,КАБ,Пуски КАБ на Запоріжжі.,"🚀
Пуски КАБ на Запоріжжі."
kpszsu,68376,2026-07-14T01:45:47+00:00,https://t.me/kpszsu/68376,127K,КАБ,КАБ у напрямку м. Запоріжжя.,"🚀
КАБ у напрямку м. Запоріжжя."
kpszsu,68386,2026-07-14T03:08:17+00:00,https://t.me/kpszsu/68386,140K,КАБ,Пуски КАБ на Запоріжжі.,"🚀
Пуски КАБ на Запоріжжі."
kpszsu,68413,2026-07-14T08:36:49+00:00,https://t.me/kpszsu/68413,144K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68425,2026-07-14T12:11:00+00:00,https://t.me/kpszsu/68425,144K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68427,2026-07-14T12:14:45+00:00,https://t.me/kpszsu/68427,142K,КАБ,КАБи на Донеччину та Харківщину.,"🚀
КАБи на Донеччину та Харківщину."
kpszsu,68431,2026-07-14T12:37:22+00:00,https://t.me/kpszsu/68431,132K,КАБ,"КАБи на Донеччину,  на південно-східний напрямок Дніпропетровщини.","🚀
КАБи на Донеччину,  на південно-східний напрямок Дніпропетровщини."
kpszsu,68432,2026-07-14T12:41:43+00:00,https://t.me/kpszsu/68432,128K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68435,2026-07-14T12:51:53+00:00,https://t.me/kpszsu/68435,127K,БпЛА|КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину.
🛵
Реактивний БпЛА на Харків."
kpszsu,68437,2026-07-14T12:56:12+00:00,https://t.me/kpszsu/68437,125K,БпЛА|КАБ,КАБи на Донеччину.,"🛵
Реактивний БпЛА на Кривий Ріг з півдня.
🚀
КАБи на Донеччину."
kpszsu,68439,2026-07-14T13:18:16+00:00,https://t.me/kpszsu/68439,112K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68440,2026-07-14T13:19:44+00:00,https://t.me/kpszsu/68440,107K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68464,2026-07-14T17:44:53+00:00,https://t.me/kpszsu/68464,141K,КАБ,КАБи на північ Харківщини.,"🚀
КАБи на північ Харківщини."
kpszsu,68465,2026-07-14T17:45:29+00:00,https://t.me/kpszsu/68465,140K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68471,2026-07-14T19:13:44+00:00,https://t.me/kpszsu/68471,134K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68476,2026-07-14T19:46:54+00:00,https://t.me/kpszsu/68476,124K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68478,2026-07-14T20:06:13+00:00,https://t.me/kpszsu/68478,122K,КАБ,"КАБи на Запорізьку область, курсом на південь Дніпропетровщини.","🚀
КАБи на Запорізьку область, курсом на південь Дніпропетровщини."
kpszsu,68482,2026-07-14T20:36:23+00:00,https://t.me/kpszsu/68482,108K,КАБ,"КАБи на Запорізьку область, курсом на південь Дніпропетровщини.","🚀
КАБи на Запорізьку область, курсом на південь Дніпропетровщини."
kpszsu,68483,2026-07-14T20:42:22+00:00,https://t.me/kpszsu/68483,106K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68499,2026-07-14T23:45:30+00:00,https://t.me/kpszsu/68499,79.6K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,68500,2026-07-14T23:48:48+00:00,https://t.me/kpszsu/68500,81.5K,КАБ,КАБи на Донеччину.,"🚀
КАБи на Донеччину."
kpszsu,68504,2026-07-15T00:33:20+00:00,https://t.me/kpszsu/68504,80.9K,КАБ,КАБи на північ Харківщини.,"🚀
КАБи на північ Харківщини."
kpszsu,68511,2026-07-15T03:05:39+00:00,https://t.me/kpszsu/68511,103K,КАБ,КАБи на Запорізьку область.,"🚀
КАБи на Запорізьку область."
kpszsu,68524,2026-07-15T05:58:48+00:00,https://t.me/kpszsu/68524,104K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,68525,2026-07-15T05:59:39+00:00,https://t.me/kpszsu/68525,108K,КАБ,КАБи на північ Сумщини!,"🚀
КАБи на північ Сумщини!"
kpszsu,68526,2026-07-15T06:07:28+00:00,https://t.me/kpszsu/68526,111K,КАБ,КАБи на  Сумщину!,"🚀
КАБи на  Сумщину!"
kpszsu,68528,2026-07-15T06:12:52+00:00,https://t.me/kpszsu/68528,116K,КАБ,КАБ у напрямку Сум!,"🚀
КАБ у напрямку Сум!"
kpszsu,68530,2026-07-15T06:19:10+00:00,https://t.me/kpszsu/68530,122K,КАБ,КАБ у напрямку Сум!,"🚀
КАБ у напрямку Сум!"
kpszsu,68533,2026-07-15T07:05:00+00:00,https://t.me/kpszsu/68533,124K,КАБ,"КАБи на Харківщину, Донеччину!","🚀
КАБи на Харківщину, Донеччину!"
kpszsu,68539,2026-07-15T08:03:10+00:00,https://t.me/kpszsu/68539,129K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,68541,2026-07-15T09:16:00+00:00,https://t.me/kpszsu/68541,131K,БпЛА|КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!
🛵
БпЛА на Запоріжжя з південного сходу"
kpszsu,68548,2026-07-15T11:44:39+00:00,https://t.me/kpszsu/68548,143K,КАБ,КАБи на Сумщину.,"🚀
КАБи на Сумщину."
kpszsu,68550,2026-07-15T12:13:05+00:00,https://t.me/kpszsu/68550,142K,КАБ,КАБи на Харківщину.,"🚀
КАБи на Харківщину."
kpszsu,68551,2026-07-15T12:35:12+00:00,https://t.me/kpszsu/68551,142K,КАБ,КАБи на Дніпропетровщину.,"🚀
КАБи на Дніпропетровщину."
kpszsu,68552,2026-07-15T13:01:48+00:00,https://t.me/kpszsu/68552,142K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,68554,2026-07-15T13:58:17+00:00,https://t.me/kpszsu/68554,140K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68591,2026-07-15T18:21:03+00:00,https://t.me/kpszsu/68591,181K,КАБ,КАБи на північ Сумщини.,"🚀
КАБи на північ Сумщини."
kpszsu,68593,2026-07-15T19:25:33+00:00,https://t.me/kpszsu/68593,178K,КАБ,"КАБи на Дніпропетровщину, Харківщину, Донеччину.","🚀
КАБи на Дніпропетровщину, Харківщину, Донеччину."
kpszsu,68596,2026-07-15T20:36:09+00:00,https://t.me/kpszsu/68596,173K,КАБ,КАБи на Запоріжжя.,"🚀
КАБи на Запоріжжя."
kpszsu,68625,2026-07-16T00:06:58+00:00,https://t.me/kpszsu/68625,91.2K,КАБ,КАБи на Донеччину!,"🚀
КАБи на Донеччину!"
kpszsu,68626,2026-07-16T00:20:07+00:00,https://t.me/kpszsu/68626,91.4K,КАБ,КАБи на північний схід Харківщини!,"🚀
КАБи на північний схід Харківщини!"
kpszsu,68628,2026-07-16T00:29:32+00:00,https://t.me/kpszsu/68628,87.3K,КАБ,Повторні пуски КАБів на Донеччину та північний схід Харківщини!,"🚀
Повторні пуски КАБів на Донеччину та північний схід Харківщини!"
kpszsu,68630,2026-07-16T00:56:00+00:00,https://t.me/kpszsu/68630,88.8K,КАБ,КАБи на Дніпропетровщину!,"🚀
КАБи на Дніпропетровщину!"
kpszsu,68632,2026-07-16T01:23:06+00:00,https://t.me/kpszsu/68632,90.2K,КАБ,КАБи на Запорізьку область та Дніпропетровщину!,"🚀
КАБи на Запорізьку область та Дніпропетровщину!"
kpszsu,68636,2026-07-16T01:54:24+00:00,https://t.me/kpszsu/68636,78.7K,КАБ,Повторні пуски КАБів на Запорізьку область!,"🚀
Повторні пуски КАБів на Запорізьку область!"
kpszsu,68653,2026-07-16T03:33:11+00:00,https://t.me/kpszsu/68653,107K,КАБ,КАБи на Запорізьку область!,"🚀
КАБи на Запорізьку область!"
kpszsu,68672,2026-07-16T06:59:48+00:00,https://t.me/kpszsu/68672,109K,КАБ,КАБи ➡️ на Донеччину та на Харківщину зі сходу.,"🚀
КАБи
➡️
на Донеччину та на Харківщину зі сходу."
kpszsu,68675,2026-07-16T07:27:16+00:00,https://t.me/kpszsu/68675,100K,КАБ,КАБи ➡️ на Сумщину!,"🚀
КАБи
➡️
на Сумщину!"
kpszsu,68679,2026-07-16T07:38:18+00:00,https://t.me/kpszsu/68679,103K,КАБ,КАБи ➡️ на Донеччину та схід Дніпропетровщини.,"🚀
КАБи
➡️
на Донеччину та схід Дніпропетровщини."
kpszsu,68683,2026-07-16T07:59:56+00:00,https://t.me/kpszsu/68683,100K,КАБ,КАБи ➡️ на Запорізьку область.,"🚀
КАБи
➡️
на Запорізьку область."
kpszsu,68713,2026-07-16T12:11:31+00:00,https://t.me/kpszsu/68713,122K,КАБ,"Пуски КАБ на Харківщині, Донеччині та Дніпропетровщині.","🚀
Пуски КАБ на Харківщині, Донеччині та Дніпропетровщині."
kpszsu,68717,2026-07-16T12:54:38+00:00,https://t.me/kpszsu/68717,127K,КАБ,КАБи на Херсонщині.,"🚀
КАБи на Херсонщині."
kpszsu,68718,2026-07-16T13:01:30+00:00,https://t.me/kpszsu/68718,127K,КАБ,КАБи на Дніпропетровщині.,"🚀
КАБи на Дніпропетровщині."
kpszsu,68720,2026-07-16T13:12:15+00:00,https://t.me/kpszsu/68720,124K,КАБ,КАБи на  Запоріжжі,"🚀
КАБи на  Запоріжжі"
kpszsu,68764,2026-07-16T18:27:06+00:00,https://t.me/kpszsu/68764,111K,КАБ,КАБ у напрямку Сум!,"🚀
КАБ у напрямку Сум!"
